⑯⑴⑮⑿⑵⑯⑿	abandon
③⑭⑫⑬③⑪⑬	chemically
③⑭⑫⑬⑥②⑥	chemists
⑧⑭⑥②⑿⒃②	chestnut
⑧⒀④②⑯⑿⑹	chieftains
⑧⒂⑪⑵⑴⒋⑤	childbirth
⑧⒂⑪⑵⑽⑱⑵	childhood
⑧⒂⑪⑵⑪⑯⑥	childless
⑧⒂⑪⑵⑪⒂③	childlike
⑧⑬⑪⑵⑾⑯⑿	children
⑦⑬⑷⑯⑪⑾⑬	chivalry
③⑪⒉⑯④⒉⑫	chloroform
③⑪⒉⑯④⑬⑪	chlorophyll
⑧⑰③⑯⑪⑯②	chocolate
③⑾⑬⑥⑯⑿⑵	christened
③⑾⑬⑥⑧⑯⑿	christian
③⑾⑬⑥⑫⑯⑥	christmas
⑥⑬③⑳⑵⑯⑹	cicadas
⑥⑬⑶⒌⑭②⑥	cigarettes
⑥⑬⑿⑯⑫⑯⑹	cinemas
⑥⑬⑿⑯⑫⑯⑿	cinnamon
⑥⒋③⑬②⑾⑬	circuitry
⑥⒋③⑨⑯⑪⒌	circular
⑥⒋③⑯⑥⑯⑹	circuses
⑥⑬⑾⒄⑥⑬⑥	cirrhosis
⑥⑬⑥②⒌⑿⑹	cisterns
⑥⑬②⑯⑵⑭⑪	citadel
⑥⒂②⒁⑦⑯⑿	citation
⑥⑬②⑬⑹⑯⑿	citizen
⑥⑬⑷⑬⑪⒎⑿	civilian
③⑪⒁⑫⑯⑿②	claimant
③⑪⑮⑫⑴⒌⑵	clambered
③⑪⑮⑫⒌⑬⑩	clamouring
③⑪⑮⑫①⑬⑩	clamping
③⑪⑮⑾⑬④⒂	clarify
③⑪⑮⑾⑬②⑬	clarity
③⑪⑳⑥①⑬⑩	clasping
③⑪⑮⑥⑬③⑥	classics
③⑪⑮⑥⑬④⒂	classify
③⑪⑳⑥⑪⑯⑥	classless
③⑪⑳⑥⑾⒅⑫	classroom
③⑪⑮②⒌⑬⑩	clattering
③⑪⒀⑿⑯⑥②	cleanest
③⑪⑭⑿⑹⑬⑩	cleansing
③⑪⑭⑿⑧⑬⑩	clenching
③⑪⒍⑥②⒉⑬	clerestory
③⑪⑭⑾⑬③⑥	clerics
③⑪⑭⑷⒌⑪⑬	cleverly
③⑪⒂⑯⑿②⑥	clients
③⑪⒂⑫⑯②⑥	climates
③⑪⒂⑫⑮③⑥	climax
③⑪⑬⑿⑧⑬⑩	clinching
③⑪⑬⑿⑬③⑥	clinics
③⑪⑬①⑴⒉⑵	clipboard
③⑪⑬①⑬⑩⑹	clippings
③⑪⑬②⒌⑬⑥	clitoris
③⑪⒄③⑾⒅⑫	cloakroom
③⑪⑰③⑼⒂⑹	clockwise
③⑪⑰③⑼⒋③	clockwork
③⑪⒆⑥②⒌⑹	cloisters
③⑪⒄⑥⑿⑯⑥	closeness
③⑪⒄⑥⑯⑥②	closest
③⑪⑲⑵⑪⑯⑥	cloudless
③⑪⒃⑴⑽⑲⑥	clubhouse
③⑪⒃⑥②⒌⑵	clustered
③⑪⒃⑥②⒌⑹	clusters
③⒄⑪④⒀⑪⑵	coalfield
③⒄⑥②⑶⒈⑵	coastguard
③⒄⑥②⑪⒂⑿	coastline
③⑰⑴⑼⑭⑴⑹	cobwebs
③⑰③②⒁⑪⑹	cocktails
③⒄③⑯⑿⒃②	coconut
③⒄⑽⒍⑯⑿⑥	coherence
③⒄⑽⒍⑯⑿②	coherent
③⒄⑽⒀⑺⑯⑿	cohesion
③⒄⑽⒀⑥⑬⑷	cohesive
③⒄⑬⑿⑥⒂⑵	coincide
③⒄⑪⑵⑯⑥②	coldest
③⒄⑪⑵⑿⑯⑥	coldness
③⑯⑪⒂②⑬⑥	colitis
③⑯⑪⑮①⑥②	collapsed
③⑯⑪⒁⑦⑯⑿	collation
③⑯⑪⑭③②⒌	collector
③⑯⑪⑭③②⑥	collects
③⑰⑪⑬⑻⑯⑹	colleges
③⑯⑪⒀⑻⒎②	collegiate
③⑯⑪⒂⑵⑯⑵	collided
③⑯⑪⒂⑵⑬⑩	colliding
③⑰⑪⑨⒌⑬⑹	collieries
③⑯⑪⑬⑺⑯⑿	collision
③⑯⑪⒅⑺⑯⑿	collusion
③⑯⑪⒅⑥⑬⑷	collusive
③⑯⑪⒄⑿⒎⑪	colonial
③⑰⑪⑯⑿⑬⑹	colonies
③⑰⑪⑯⑿⒁⑵	colonnade
③⑯⑪⑰⑥⑯⑪	colossal
③⒃⑪⒌④⑯⑪	colourful
③⒃⑪⒌⑬⑩⑹	colourings
③⒃⑪⒌⑪⑯⑥	colourless
③⑯⑫⑴⒂⑿⑵	combined
③⑯⑫⑴⒂⑿⑹	combines
③⑯⑫⒀⑵⒎⑿	comedian
③⑰⑫⑯⑵⑬⑹	comedies
③⒃⑫④⒌②⑥	comforts
③⑰⑫⑬③⑯⑪	comical
③⑰⑫⑬③⑪⑬	comically
③⑯⑫⑳⑿⑵⒌	commander
③⑯⑫⑳⑿⑵⒄	commando
③⑯⑫⑳⑿⑵⑹	commands
③⑯⑫⑭⑿⑥②	commenced
③⑰⑫⑭⑿②⑥	comments
③⑯⑫⒋⑦⑯⑪	commercial
③⑯⑫⑬⑦⑯⑿	commission
③⑯⑫⑬②⑯⑵	committed
③⑯⑫⑬②⑬⑹	committees
③⑯⑫⑬②⑬⑩	committing
③⑰⑫⑯⑿⒌⑹	commoners
③⑰⑫⑯⑿⑪⑬	commonly
③⑯⑫⒄⑦⑯⑿	commotion
③⑯⑫⒏⑿⒎⑿	communion
③⑯⑫⒏②⒌⑹	commuters
③⑯⑫⒏②⑬⑩	commuting
③⑯⑫①⑮③②	compact
③⑰⑫①⑮③②	compact
③⒃⑫①⑯⑿⑬	company
③⑯⑫①⒊⑬⑩	comparing
③⑯⑫①⑭⑪⑵	compelled
③⑯⑫①⒀②⑥	competes
③⑯⑫①⒂⑪⑵	compiled
③⑯⑫①⒂⑪⒌	compiler
③⑯⑫①⑪⒁⑿	complain
③⑯⑫①⑪⒀②	complete
③⑯⑫①⑪⒂⑵	complied
③⑯⑫①⑪⒂⑹	complies
③⑯⑫①⒄⑹⑵	composed
③⑯⑫①⒄⑹⒌	composer
③⑰⑫①⑰⑥②	compost
③⑯⑫①⒄⑺⒌	composure
③⑯⑫①⑲⑿⑵	compound
③⑰⑫①⑲⑿⑵	compound
③⑯⑫①⑾⑭⑥	compress
③⑯⑫①⑾⒂⑹	comprise
③⑯⑫①⒏②⒌	computer
③⑰⑫⑾⒁⑵⑹	comrades
③⑯⑿⑥⒀⑪⑵	concealed
③⑯⑿⑥⒀⑪⑹	conceals
③⑯⑿⑥⒀⑵⑹	concedes
③⑯⑿⑥⒀⑷⑵	conceived
③⑯⑿⑥⒀⑷⑹	conceives
③⑰⑿⑥⑭①②	concept
③⑯⑿⑥⒋⑿⑵	concerned
③⑯⑿⑥⒋⑿⑹	concerns
③⑯⑿⑧⒊②⒄	concerto
③⑰⑿⑥⒌②⑥	concerts
③⑯⑿③⑪⒅⑵	conclude
③⑰⑿③⑾⒀②	concrete
③⑯⑿⑵⑭⑫⑵	condemned
③⑯⑿⑵⑭⑫⑹	condemns
③⑰⑿⑵⑰⑫⑹	condoms
③⑯⑿⑵⒃③②	conduct
③⑰⑿⑵⒃③②	conduct
③⑰⑿⑵⑱⑬②	conduit
③⑯⑿④⒋⑬⑩	conferring
③⑯⑿④⑭⑥②	confessed
③⑯⑿④⑭⑥⒌	confessor
③⑯⑿④⒂⑿⑵	confined
③⑰⑿④⒂⑿⑹	confines
③⑯⑿④⒋⑫⑵	confirmed
③⑯⑿④⒋⑫⑹	confirms
③⑯⑿④⒉⑫⑹	conforms
③⑯⑿④⑲⑿⑵	confound
③⑯⑿④⒏⑹⑵	confused
③⑰⑿⑬③⑯⑪	conical
③⑰⑿⑬④⒌⑹	conifers
③⒃⑿⑻⒌⑬⑩	conjuring
③⑯⑿⑭③②⒌	connector
③⑯⑿⑭③②⑥	connects
③⑰⑿⑯⑥⒋⑹	connoisseurs
③⑰⑩③⒌⑬⑩	conquering
③⑰⑩③⒌⒌⑹	conquerors
③⑰⑿⑦⑯⑿⑥	conscience
③⑯⑿⑥⑭⑿②	consent
③⑯⑿⑥⒋⑷⑵	conserved
③⑯⑿⑥⑬⑵⒌	consider
③⑯⑿⑥⒂⑿⑵	consigned
③⑰⑿⑥⒂⑿⒀	consignee
③⑯⑿⑥⑬⑥②	consist
③⑯⑿⑥⒄⑪⑵	consoled
③⑯⑿⑥②⑾⒅	construe
③⑰⑿⑥⑯⑪⑹	consuls
③⑯⑿⑥⒃⑪②	consult
③⑯⑿⑥⒏⑫⑵	consumed
③⑯⑿⑥⒏⑫⒌	consumer
③⑯⑿⑥⒏⑫⑹	consumes
③⑰⑿②⑮③②	contact
③⑯⑿②⒁⑿⑵	contained
③⑯⑿②⒁⑿⒌	container
③⑯⑿②⒁⑿⑹	contains
③⑯⑿②⑭⑿⑵	contend
③⑯⑿②⑭⑿②	content
③⑰⑿②⑭⑿②	content
③⑯⑿②⑭⑥②	contest
③⑰⑿②⑭⑥②	contest
③⑯⑿②⑬⑿⒏	continue
③⑰⑿②⑱⒌⑹	contours
③⑯⑿②⑾⒊⑬	contrary
③⑰⑿②⑾⒌⑬	contrary
③⑯⑿②⑾⒂②	contrite
③⑯⑿②⑾⒂⑷	contrive
③⑯⑿②⑾⒄⑪	control
③⑯⑿⑷⒀⑿⑵	convened
③⑯⑿⑷⒀⑿⒌	convener
③⑰⑿⑷⑯⑿②	convent
③⑯⑿⑷⒋②⒌	converter
③⑯⑿⑷⒋②⑥	converts
③⑰⑿⑷⒋②⑥	converts
③⑰⑿⑷⑭③⑥	convex
③⑯⑿⑷⒁⑬⑩	conveying
③⑯⑿⑷⑬③②	convict
③⑰⑿⑷⑬③②	convict
③⑯⑿⑷⑬⑿⑥	convince
③⒄⑰①⒌⒁②	cooperate
③⒄①⒎⑥⑪⑬	copiously
③⑰①⑬⑾⒂②	copyright
③⒌⑬⑿⑤⒎⑿	corinthian
③⒉③⑥③⑾⒅	corkscrew
③⑰⑾⑯⑿⒌⑬	coronary
③⒌⑭③②⑯⑵	corrected
③⒌⑭③②⑬⑩	correcting
③⒌⑭③⑦⑯⑿	correction
③⒌⑭③②⑬⑷	corrective
③⒌⑭③②⑪⑬	correctly
③⑰⑾⑯⑪⒁②	correlate
③⑰⑾⑬⑵⒉⑹	corridors
③⒌⒃①②⑯⑵	corrupted
③⒌⒃①⑦⑯⑿	corruption
③⒉②⑬③⑯⑪	cortical
③⑰⑥②⑬⑩⑹	costings
③⑰⑥②⒏⑫⑹	costumes
③⑰②⑬⑻⒌⑹	cottagers
③⑰②⑬⑻⑯⑹	cottages
③⑲⑿⑥⑯⑪⒌	councillor
③⑲⑿⑥⑯⑪⑹	councils
③⑲⑿②⑵⑲⑿	countdown
③⑲⑿②⒌⑬⑩	countering
③⑲⑿②⑪⑯⑥	countless
③⒃⑿②⑾⑬⑹	countries
③⒃①⑪⑯②⑥	couplets
③⒋②⒎⑥⑪⑬	courteously
③⒋②⑯⑥⑬⑹	courtesies
③⒉②⑨⒈⑵⑹	courtyards
③⒃⑷⒌⑬⑩⑹	coverings
③⒃⑷⒌⑪⑯②	coverlet
③⒄⑷⒋②⑪⑬	covertly
③⒃⑷⑯②⑯⑵	coveted
③⑾⑮③⑵⑲⑿	crackdown
③⑾⑮③⑯⑪⑵	crackled
③⑾⑮③⑪⑬⑩	crackling
③⑾⒁⑵⑯⑪⑵	cradled
③⑾⒁⑵⑪⑬⑩	cradling
③⑾⑮⑿⑴⒌⑬	cranberry
③⑾⒁⑷⑬⑩⑹	cravings
③⑾⒁⑹⑬⑪⑬	crazily
③⑾⑬⒁②⑯⑵	created
③⑾⑬⒁②⑬⑩	creating
③⑾⑬⒁⑦⑯⑿	creation
③⑾⑬⒁②⑬⑷	creative
③⑾⑬⒁②⒌⑹	creators
③⑾⒀⑵⑯⑿⑥	credence
③⑾⑭⑵⑬②⒌	creditor
③⑾⑭⑵⑬②⑥	credits
③⑾⑭⑥⑯⑿②	crescent
③⑾⑭⑥②⑯⑵	crested
③⑾⑬③⑯②⒌	cricketer
③⑾⑬③⑯②⑥	crickets
③⑾⑬⑫⑹⑯⑿	crimson
③⑾⑬⑩③⑪⑬	crinkly
③⑾⑬①⑯⑪⑵	crippled
③⑾⑬①⑪⑬⑩	crippling
③⑾⑬⑥①⑪⑬	crisply
③⑾⒂②⒍⒎⑿	criterion
③⑾⑬②⑬③⑥	critics
③⑾⑬②⒀③⑥	critiques
③⑾⑰④②⒌⑹	crofters
③⑾⑰⑥⑬⑩⑹	crossings
③⑾⑰⑥⑼⒋⑵	crossword
③⑾⒅⑦⑯⑪⑬	crucially
③⑾⒅⑯⑪②⑬	cruelty
③⑾⒃⑫⑴⑯⑪	crumble
③⑾⒃⑿⑧⑬⑩	crunching
③⑾⒅⑥⒁⑵⒌	crusader
③⑾⒅⑥⒁⑵⑹	crusades
③⑾⑬①②⑬③	cryptic
③⑾⑬⑥②⑯⑪	crystal
③⒏⑴⑬③⑯⑪	cubicle
③⒏⑴⑬⑹⑯⑫	cubism
③⒏⑴⑬⑥②⑥	cubists
③⒏③⒃⑫⑴⒌	cucumber
③⒃⑪⑬⑿⒌⑬	culinary
③⒃⑪①⑾⑬②	culprit
③⒃⑪⑧⒌⑯⑪	cultural
③⒃⑿⑬⑩⑪⑬	cunningly
③⑨⑱⒌⒁②⒌	curator
③⒃⑾⑯⑿②⑥	currents
③⒃⑾⑯⑿⑥⑬	currency
③⒃⑥②⑯⑵⑬	custody
③⒃⑥②⑯⑫⒌	customer
③⒃⑥②⑯⑫⑹	customs
③⒃②⑴⑮③⑥	cutbacks
③⒏②⑬③⑯⑪	cuticle
⑥⒂③⑪⑬⑥②	cyclist
⑥⑬⑪⑬⑿⑵⒌	cylinder
⑥⑬⑫⑴⑯⑪⑹	symbols
⑥⑬⑿⑬③⑯⑪	cynical
⑥⑬⑿⑬③⑪⑬	cynically
⑥⑬①⑾⒎②⑥	cypriots
⑵⒁⑿②⑬⑪⑬	daintily
⑵⑮⑫⑬⑻⑯⑹	damages
⑵⑮⑫⑬⑻⑬⑩	damaging
⑵⑮⑫①⑯⑿⑵	dampened
⑵⑮⑫①⑿⑯⑥	dampness
⑵⒁⑿⑻⒌⑯⑥	dangerous
⑵⑮⑩⑶⑯⑪⑵	dangled
⑵⑮⑩⑶⑪⑬⑩	dangling
⑵⒈③⑯⑿⑬⑩	darkening
⑵⒈⑼⑬⑿⒎⑿	darwinian
⑵⒁②⑯⑴⒁⑥	database
⑵⒁②⑯⑴⑯⑪	datable
⑵⑭⑵⑪⒂⑿⑹	deadlines
⑵⑭④⑯⑿⑬⑩	deafening
⑵⒁⑴⑳③⑯⑪	debacle
⑵⑬⑴⒁②⑯⑵	debated
⑵⑬⑴⒁②⑬⑩	debating
⑵⑬⑴⒇⑧⒌⑬	debauchery
⑵⑬⑴⑭⑿⑧⒌	debenture
⑵⑬③⑮⑿②⒌	decanter
⑵⑬⑥⒀⑷⑬⑩	deceiving
⑵⒀⑥⑯⑿⑥⑬	decency
⑵⑬⑥⒂⑵⑯⑵	decided
⑵⑬⑥⒂⑵⑬⑩	deciding
⑵⑭⑥⑬⑫⑯⑪	decimal
⑵⑬⑥⑬⑺⑯⑿	decision
⑵⑬⑥⒂⑥⑬⑷	decisive
⑵⑬③⑪⒊⑬⑩	declaring
⑵⑬③⑪⒂⑿⑵	declined
⑵⑬③⑪⒂⑿⑹	declines
⑵⑭③⒌⒁②⒌	decorator
⑵⑬③⑾⒀⑥②	decreased
⑵⑭⑵⑬③⒁②	dedicate
⑵⒀①⑯⑿⑬⑩	deepening
⑵⑬④⒇⑪②⑥	defaults
⑵⑬④⒀②⑯⑵	defeated
⑵⑬④⒀②⑬⑩	defeating
⑵⑬④⑭③②⒌	defector
⑵⒀④⑭③②⑥	defects
⑵⑬④⑭⑿⑵⒌	defender
⑵⑬④⑭⑿⑵⑹	defends
⑵⑭④⒌⑯⑿⑥	deference
⑵⑬④⒂⑯⑿⑥	defiance
⑵⑬④⒂⑯⑿②	defiant
⑵⑭④⑬⑥⑬②	deficit
⑵⑬④⒂⑿⑬⑩	defining
⑵⑭④⑬⑿⑬②	definite
⑵⑬④⑪⑭③②	deflect
⑵⑬④⒃⑩③②	defunct
⑵⑭⑪⑬⑶⑯②	delegate
⑵⑭⑪⑬⑶⒁②	delegate
⑵⑬⑪⒀②⑯⑵	deleted
⑵⑬⑪⒀②⑬⑩	deleting
⑵⑬⑪⒀⑦⑯⑿	deletion
⑵⑭⑪⑬③⑯②	delicate
⑵⑬⑪⑬⑦⑯⑥	delicious
⑵⑬⑪⒂②⑯⑵	delighted
⑵⑬⑪⒂②⑬⑩	delighting
⑵⑬⑪⑬⑾⒎⑥	delirious
⑵⑬⑪⑬⑾⒎⑫	delirium
⑵⑬⑪⑬⑷⒌⑵	delivered
⑵⑬⑪⑬⑷⒌⑹	delivers
⑵⑬⑪⑬⑷⒌⑬	delivery
⑵⑬⑪⒅⑺⑯⑿	delusion
⑵⑬⑫⑳⑿⑵⑹	demands
⑵⑬⑫⒀⑿⑬⑩	demeaning
⑵⑬⑫⑭⑿⑦⑯	dementia
⑵⑬⑫⑰⑪⑬⑦	demolish
⑵⒀⑫⑰⑿⑬③	demonic
⑵⑬⑫⒄⑦⑯⑿	demotion
⑵⑬⑿⒂⑯⑪⑹	denials
⑵⑬⑿⒄②⑯⑵	denoted
⑵⑬⑿⒄②⑬⑩	denoting
⑵⑬⑿⑲⑿⑥②	denounced
⑵⑭⑿⑥⑬②⑬	density
⑵⑭⑿②⑬⑥②	dentist
⑵⑬①⒈②⑯⑵	departed
⑵⑬①⒈②⑬⑩	departing
⑵⑬①⒈⑧⒌⑹	departures
⑵⑬①⑭⑿⑵⑹	depends
⑵⑬①⑬③②⑥	depicts
⑵⑬①⑪⒆⑬⑩	deploying
⑵⑬①⒉②⑯⑵	deported
⑵⒀①⒉②⒀⑹	deportees
⑵⑬①⑰⑹⑬②	deposit
⑵⑬①⑾⑭⑥②	depressed
⑵⑬①⑾⒂⑷⑵	deprived
⑵⑬①⑾⒂⑷⑹	deprives
⑵⑭①⑨⑯②⑬	deputy
⑵⑬⑾⑬⑺⑯⑿	derision
⑵⑬⑾⒂⑥⑬⑷	derisive
⑵⑬⑾⒂⑥⒌⑬	derisory
⑵⑬⑾⒂⑷⑬⑩	deriving
⑵⑬⑥⑭⑿⑵⑹	descends
⑵⑬⑥③⑾⒂⑴	describe
⑵⑬⑹⒋②⑯⑵	deserted
⑵⑬⑹⒋②⒌⑹	deserters
⑵⑬⑹⒋②⑬⑩	deserting
⑵⑬⑹⒋⑦⑯⑿	desertion
⑵⑬⑹⒋⑷⑬⑩	deserving
⑵⑬⑹⒂⑿⒌⑹	designers
⑵⑬⑹⒂⑿⑬⑩	designing
⑵⑬⑹⒂⒌⑬⑩	desiring
⑵⑭⑥③②⑰①	desktop
⑵⑬⑥①⒊⑬⑩	despairing
⑵⑬⑥①⑮⑧②	despatched
⑵⑭⑥①⒌⑯②	desperate
⑵⑬⑥①⒂⑹⑵	despised
⑵⑭⑥②⑬⑿⑵	destined
⑵⑭⑥②⑬⑿⑬	destiny
⑵⑬⑥②⑾⒆⑵	destroyed
⑵⑬⑥②⑾⒆⒌	destroyer
⑵⑬⑥②⑾⒆⑹	destroys
⑵⒀②⒁⑪⑬⑩	detailing
⑵⒀②⒁⑿⒀⑹	detainees
⑵⑬②⑭③②⒌	detector
⑵⑬②⑭③②⑥	detects
⑵⑬②⒍⒍⒁②	deteriorate
⑵⑬②⒋⑫⑬⑿	determine
⑵⑬②⑾⑮③②	detract
⑵⒀⑷⑮⑪⒏⑵	devalued
⑵⑬⑷⑭⑪⑯①	develop
⑵⒀⑷⒎⑿②⑥	deviants
⑵⑬⑷⒂⑥⑯⑹	devices
⑵⑭⑷⑯⑪⑬⑦	devilish
⑵⑬⑷⒂⑹⑬⑩	devising
⑵⑬⑷⑰⑪⑷⑵	devolved
⑵⑬⑷⒄②⑯⑵	devoted
⑵⑭⑷⑯②⒀⑹	devotees
⑵⑬⑷⒄②⑬⑩	devoting
⑵⑬⑷⒄⑦⑯⑿	devotion
⑵⑬⑷⑲⒌⑬⑩	devouring
⑵⒂⑯⑶⑿⒄⑹	diagnose
⑵⒂⑯⑶⑾⑮⑫	diagram
⑵⒂⑯⑪⑭③②	dialect
⑵⒂⑯⑪⑰⑶⑹	dialogues
⑵⒂⑮⑫⑬②⒌	diameter
⑵⒂⑯⑫⑯⑿⑵	diamond
⑵⒂⑯④⑾⑮⑫	diaphragm
⑵⑬③②⒁②⑥	dictates
⑵⑬③②⒁②⒌	dictator
⑵⑬④⒌⑯⑿⑥	difference
⑵⑬④⒌⑯⑿②	different
⑵⑬④⒏⑺⑯⑿	diffusion
⑵⑬⑻⑬②⑯⑪	digital
⑵⑬⑶⑿⑬②⑬	dignity
⑵⑬⑪⑭⑫⑯⑹	dilemmas
⑵⒂⑪⒅②⑯⑵	diluted
⑵⒂⑪⒅⑦⑯⑿	dilution
⑵⑬⑫⑬⑿⑬⑦	diminish
⑵⒂⑿⑯⑥⒉⑹	dinosaurs
⑵⒂⑰③⑥⒂⑵	dioxide
⑵⑬①⑪⒄⑫⑯	diploma
⑵⑬⑾⑭③②⒌	director
⑵⑬⑾⑭③②⑥	directs
⑵⑬⑥⑯⑶⑾⒀	disagree
⑵⑬⑥⑯⑪⑲⑵	disallowed
⑵⑬⑥⑯①⒍⑵	disappeared
⑵⑬⑥⑯①⒍⑹	disappears
⑵⑬⑹⑳⑥②⒌	disaster
⑵⑬⑥⑴⑮⑿⑵	disband
⑵⑬⑥⒋⑿⑬⑩	discerning
⑵⑬⑥⑧⒈⑻⑵	discharged
⑵⑬⑥⒂①⑯⑪	disciple
⑵⑬⑥③⑪⒄⑹	disclose
⑵⑬⑥③⑲⑿②	discount
⑵⑬⑥③⒃⑷⒌	discover
⑵⑬⑥③⑾⒀②	discreet
⑵⑬⑥③⒃⑥②	discussed
⑵⑬⑹⒀⑹⑯⑹	diseases
⑵⑬⑥⑶⑾⒁⑥	disgrace
⑵⑬⑥⑶⒂⑹⑵	disguised
⑵⑬⑥⑶⒃⑥②	disgust
⑵⑬⑦⑼⑰⑦⒌	dishwasher
⑵⑬⑥⑪⒂③②	disliked
⑵⑬⑥⑪⒂③⑥	dislikes
⑵⑬⑥⑪⑰⑻⑵	dislodged
⑵⑬⑥⑪⒆⑯⑪	disloyal
⑵⑬⑹⑫⑯⑪⑬	dismally
⑵⑬⑥⑫⑬⑥②	dismissed
⑵⑬⑥⒉⑵⒌⑵	disordered
⑵⑬⑥⒉⑵⒌⑹	disorders
⑵⑬⑥①⒌⑯②	disparate
⑵⑬⑥①⑭⑪⑵	dispelled
⑵⑬⑥①⑭⑿⑥	dispense
⑵⑬⑥①⒋⑥②	dispersed
⑵⑬⑥①⑪⒁⑥	displace
⑵⑬⑥①⑪⒁⑵	displayed
⑵⑬⑥①⑪⒁⑹	displays
⑵⑬⑥①⒄⑹⑵	disposed
⑵⑬⑥①⑾⒅⑷	disprove
⑵⑬⑥①⒏②⑥	disputes
⑵⑬⑥⑾⑬①⒊	disrepair
⑵⑬⑥⑾⒃①②	disrupt
⑵⑬⑥⑬①⒁②	dissipate
⑵⑬⑹⑰⑪⑷⑵	dissolved
⑵⑬⑹⑰⑪⑷⑹	dissolves
⑵⑬⑥②⑯⑿⑥	distance
⑵⑬⑥②⑯⑿②	distant
⑵⑬⑥②⒁⑥②	distaste
⑵⑬⑥②⑬⑪⑵	distilled
⑵⑬⑥②⒉②⑥	distorts
⑵⑬⑥②⑾⒇②	distraught
⑵⑬⑥②⑾⑭⑥	distress
⑵⑬⑥②⒋⑴⑵	disturbed
⑵⑬⑥②⒋⑴⑹	disturbs
⑵⒂⑷⒋⑺⑯⑿	diversion
⑵⒂⑷⒋②⑯⑵	diverted
⑵⒂⑷⒋②⑬⑩	diverting
⑵⑬⑷⒂⑵⑯⑵	divided
⑵⑬⑷⒂⑵⑬⑩	dividing
⑵⑬⑷⒂⑿⑪⑬	divinely
⑵⑬⑷⑬⑺⑯⑿	division
⑵⑬⑷⒉⑥⑯⑹	divorces
⑵⑬⑹⑬⑿⑯⑥	dizziness
⑵⑰③②⒌⑯②	doctorate
⑵⑰③②⑾⑬⑿	doctrine
⑵⑰⑶⑯⑵⑪⑬	doggedly
⑵⑰⑪④⑬⑿⑹	dolphins
⑵⑰⑫⑬⑥⒂⑪	domicile
⑵⑰⑫⑬⑿⒁②	dominate
⑵⑯⑫⑬⑿⒎⑿	dominion
⑵⑰⑫⑬⑿⒄⑹	dominoes
⑵⒄⑿⒁②⑯⑵	donated
⑵⒄⑿⒁②⑬⑩	donating
⑵⒄⑿⒁⑦⑯⑿	donation
⑵⒉⑥②⑭①⑥	doorsteps
⑵⒉⑫⑬②⒌⑬	dormitory
⑵⑲②④⑯⑪⑬	doubtfully
⑵⑲⑿③⑳⑥②	downcast
⑵⑲⑿⑥②⒊⑹	downstairs
⑵⑲⑿⑼⒌⑵⑹	downwards
⑵⑲⑿⑼⑬⑿⑵	downwind
⑵⑾⑳④②⑯⑵	drafted
⑵⑾⑳④②⑬⑩	drafting
⑵⑾⑮⑶⑯⑿⑹	dragons
⑵⑾⑯⑶⒅⑿⑹	dragoons
⑵⑾⒁⑿①⒂①	drainpipe
⑵⑾⑮⑥②⑬③	drastic
⑵⑾⒇⑴⑮③⑥	drawbacks
⑵⑾⒇⑴⑾⑬⑻	drawbridge
⑵⑾⑭⑵④⑯⑪	dreadful
⑵⑾⒀⑫⑬⑪⑬	dreamily
⑵⑾⑭⑥⑬⑩⑹	dressings
⑵⑾⑬⑴⑪⑬⑩	dribbling
⑵⑾⑬④②⑯⑵	drifted
⑵⑾⑬④②⑬⑩	drifting
⑵⑾⑬⑩③⒌⑹	drinkers
⑵⑾⑬⑩③⑬⑩	drinking
⑵⑾⑰①⑬⑩⑹	droppings
⑵⑾⒃⑿③⒌⑵	drunkard
⑵⑾⒃⑩③⑯⑿	drunken
⑵⒏⑮⑪⑬②⑬	duality
⑵⒏⑴⒎⑥⑪⑬	dubiously
⑵⒃③⑪⑬⑩⑹	ducklings
⑵⒃⑩⑶⒌⒀⑹	dungarees
⑵⒃⑿⑻⑯⑿⑹	dungeons
⑵⒏①⑪⑭③⑥	duplex
⑵⒃⑥②⑴⑬⑿	dustbin
⑵⒏②⑬④⑯⑪	dutiful
⑵⑼⑭⑪⑬⑩⑹	dwellings
⑵⒂⑿⑮⑫⑬③	dynamic
⑵⒂⑿⑯⑫⒂②	dynamite
⒋⑿⑯⑥②⑪⑬	earnestly
⒋⑤③⑼⒁③⑥	earthquakes
⒀⑥②⑼⒌⑵⑹	eastwards
⑭⑦⑯⑪⑰⑿⑹	echelons
⑬③⑪⑬①⑥②	eclipsed
⒀③⑰⑪⑯⑻⑬	ecology
⑬③⑰⑿⑯⑫⑬	economy
⑭③⑥②⑯⑥⑬	ecstasy
⑬⑵⑬⑦⑯⑿⑹	editions
⑭⑵⑬②⒉⒎⑪	editorial
⑭⑻⑯③⒁②⒌	educator
⑬⑵⑼⒉⑵⒎⑿	edwardian
⑬④⑭③②⑯⑵	effected
⑬④⑭③②⑬⑩	effecting
⑬④⑭③②⑬⑷	effective
⑭④⑬③⑯⑥⑬	efficacy
⑬④⑬⑦⑯⑿②	efficient
⑭④⑪⑱⑯⑿②	effluent
⑭④⒌②⑪⑯⑥	effortless
⒀⑶⒄⑬⑹⑯⑫	egoism
⑬⑻⑬①⑦⑯⑿	egyptian
⑬⑻⑭③②⑯⑵	ejected
⑬⑻⑭③⑦⑯⑿	ejection
